Neotecton atavus,mya
cellular organisms,1423.0
Polypodia,422.99999999999994
Sarcopoda,388.99999999999994
Neopoda,271.99999999999994
Osteopoda,232.99999999999994
Polyschia,227.99999999999994
Platydontia,224.99999999999994
Edaphotheria,190.99999999999994
Eurycheiridae,176.99999999999994
Lystrocheiridae,156.99999999999994
Trypanocheiridae,102.99999999999996
Rhamphodontia,94.99999999999996
Eurhamphodontia,69.99999999999996
Acrocheiridae,43.99999999999996
Euacrocheiridae,42.99999999999996
Neoacrocheiridae,32.99999999999996
Heterognatha,30.999999999999954
Distropheognatha,28.999999999999954
Neodistropheognatha,28.499999999999954
Daptodontia,27.999999999999954
Dryptognatha,24.999999999999954
Astrolophidae,11.999999999999954
Tectidae,4.999999999999955
Neotecton,1.9999999999999545
Neotecton atavus,0.7999999999999545
